ObjectName;FieldName;Type;Properties;Description
ServiceContract;ParentServiceContractId;reference;Create, Filter, Group, Nillable, Sort, Update;The service contract’s parent service contract, if it has one.
ServiceContract;Pricebook2Id;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the Pricebook2 associated with the service contract. Must be a valid ID.
ServiceContract;RootServiceContractId;reference;Filter, Group, Nillable, Sort;(Read only) The top-level service contract in a service contract hierarchy. Depending on where a service contract lies in the hierarchy, its root could be the same as its parent.
ServiceContract;ShippingAddress (beta);address;Filter, Nillable;The compound form of the shipping address. Read-only. See Address Compound Fields for details on compound address fields.
ServiceContract;ShippingCity;string;Filter, Group, Nillable, Sort;Details of the shipping address. Maximum size is 40 characters.
ServiceContract;ShippingCountry;string;Filter, Group, Nillable, Sort;Details of the shipping address. Country maximum size is 40 characters.
ServiceContract;ShippingCountryCode;picklist;Create, Filter, Group, Nillable, Sort, Update;The ISO country code for the service contract’s shipping address.
ServiceContract;ShippingLatitude;double;Create, Filter, Nillable, Sort, Update;Used with ShippingLongitude to specify the precise geolocation of a shipping address. Acceptable values are numbers between –90 and 90 with up to 15 decimal places.
ServiceContract;ShippingLongitude;double;Create, Filter, Nillable, Sort, Update;Used with ShippingLatitude to specify the precise geolocation of an address. Acceptable values are numbers between –180 and 180 with up to 15 decimal places.
ServiceContract;ShippingPostalCode;string;Create, Filter, Nillable, Update;Details of the shipping address. Postal code maximum size is 20 characters.
ServiceContract;ShippingState;string;Create, Filter, Nillable, Update;Details of the shipping address. State maximum size is 20 characters.
ServiceContract;ShippingStateCode;picklist;Create, Filter, Group, Nillable, Sort, Update;The ISO state code for the service contract’s shipping address.
ServiceContract;ShippingStreet;textarea;Create, Filter, Nillable, Update;The street address of the shipping address. Maximum of 255 characters.
ServiceContract;SpecialTerms;textarea;Create, Nillable, Update;Any terms specifically agreed to and tracked in the service contract.
ServiceContract;StartDate;date;Create, Filter, Nillable, Update;The first day the service contract is in effect.
ServiceContract;Status;picklist;Filter, Nillable;The status of the service contract, such as Inactive.
ServiceContract;Subtotal;currency;Filter, Nillable;Total of the service contract line items (products) before discounts, taxes, and shipping are applied.
ServiceContract;Tax;currency;Create, Filter, Nillable, Update;Total taxes for the service contract.
ServiceContract;Term;int;Create, Filter, Nillable, Update;Number of months that the service contract is valid.
ServiceContract;TotalPrice;currency;Filter, Nillable;Total of the contract line items (products) after discounts and before taxes and shipping.
ServiceContractOwnerSharingRule;AccessLevel;picklist;Create, Filter, Group, Sort, Update;A value that represents the type of sharing allowed. The possible values are: Read Edit
ServiceContractOwnerSharingRule;Description;textarea;Create, Filter, Nillable, Sort, Update;A description of the sharing rule. Maximum size is 1000 characters. This field is available in API version 29.0 and later.
ServiceContractOwnerSharingRule;DeveloperName;string;Create, Defaulted on create, Filter, Group, Sort, Update;The unique name of the object in the API. This name can contain only underscores and alphanumeric characters, and must be unique in your org. It must begin with a letter, not include spaces, not end with an underscore, and not contain two consecutive underscores. In managed packages, this field prevents naming conflicts on package installations. With this field, a developer can change the object’s name in a managed package and the changes are reflected in a subscriber’s organization. Corresponds to Rule Name in the user interface.This field is available in API version 24.0 and later. Note When creating large sets of data, always specify a unique DeveloperName for each record. If no DeveloperName is specified, performance may slow while Salesforce generates one for each record.
ServiceContractOwnerSharingRule;GroupId;reference;Create, Filter, Group, Sort,;The ID representing the source group. Service contracts owned by users in the source group trigger the rule to give access.
ServiceContractOwnerSharingRule;Name;string;Create, Filter, Group, Sort, Update;Label of the sharing rule as it appears in the user interface. Limited to 80 characters. Corresponds to Label in the user interface.
ServiceContractOwnerSharingRule;UserorGroupId;reference;Create, Filter;The ID representing the target user or group. Target users or groups are given access.
ServiceCrew;CrewSize;int;Create, Filter, Group, Sort, Update;The number of members on the crew. This field is manual, so it doesn’t auto-update when you add or remove members.
ServiceCrew;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date when the service crew was last modified. Its label in the user interface is Last Modified Date.
ServiceCrew;LastViewedDate;dateTime;Filter, Nillable, Sort;The date when the service crew was last viewed.
ServiceCrew;Name;string;Create, Filter, Group, Sort, Update;The name of the service crew. For example, Repair Crew.
ServiceCrew;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The crew owner. By default, the owner is the person who created the service crew.
ServiceCrewMember;EndDate;dateTime;Create, Filter, Nillable, Sort, Update;The last day that the service resource belongs to the crew. You can use this field to track employment dates for contractors.
ServiceCrewMember;IsLeader;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates that the member is the crew leader.
ServiceCrewMember;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date when the service crew member was last modified. Its label in the user interface is Last Modified Date.
ServiceCrewMember;LastViewedDate;dateTime;Filter, Nillable, Sort;The date when the service crew member was last viewed.
ServiceCrewMember;ServiceCrewId;reference;Create, Filter, Group, Sort;The crew that the service resource belongs to.
ServiceCrewMember;ServiceCrewMemberNumber;string;Autonumber, Defaulted on create, Filter, Sort;An auto-generated number identifying the service crew member.
ServiceCrewMember;ServiceResourceId;reference;Create, Filter, Group, Sort, Update;The service resource that belongs to the crew. Only service resources whose resource type is Technician can be added to service crews.
ServiceCrewMember;StartDate;dateTime;Create, Filter, Sort, Update;Required. The day the service resource joins the crew. Service resources can belong to multiple crews as long as their start and end dates don’t overlap.
ServiceCrewOwnerSharingRule;Description;textarea;Create, Filter, Nillable, Sort, Update;A description of the sharing rule. Maximum size is 1000 characters.
ServiceCrewOwnerSharingRule;DeveloperName;string;Create, Defaulted on create, Filter, Group, Sort, Update;The unique name of the object in the API. This name can contain only underscores and alphanumeric characters, and must be unique in your org. It must begin with a letter, not include spaces, not end with an underscore, and not contain two consecutive underscores. In managed packages, this field prevents naming conflicts on package installations. With this field, a developer can change the object’s name in a managed package and the changes are reflected in a subscriber’s organization. Corresponds to Rule Name in the user interface. Note When creating large sets of data, always specify a unique DeveloperName for each record. If no DeveloperName is specified, performance may slow while Salesforce generates one for each record.
ServiceCrewOwnerSharingRule;GroupId;reference;Create, Filter, Group, Sort;The ID representing the source group. A service crew owned by a User in the source Group triggers the rule to give access.
ServiceCrewOwnerSharingRule;Name;string;Create, Filter, Group, Sort, Update;Label of the sharing rule as it appears in the user interface. Limited to 80 characters. Corresponds to Label on the user interface.
ServiceCrewOwnerSharingRule;ServiceResourceAccessLevel;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;A value that represents the type of access granted to the target Group, or UserRole. The possible values are: Read Edit All
ServiceCrewOwnerSharingRule;UserOrGroupId;reference;Create, Filter, Group, Sort;The ID representing the User or Group being granted access.
ServicePresenceStatus;DeveloperName;string;Create, Filter, Group, Sort;The unique name of the object in the API. This name can contain only underscores and alphanumeric characters, and must be unique in your org. It must begin with a letter, not include spaces, not end with an underscore, and not contain two consecutive underscores. In managed packages, this field prevents naming conflicts on package installations. With this field, a developer can change the object’s name in a managed package and the changes are reflected in a subscriber’s organization. Note When creating large sets of data, always specify a unique DeveloperName for each record. If no DeveloperName is specified, performance may slow while Salesforce generates one for each record.
ServicePresenceStatus;Language;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort;The language of the presence status.
ServicePresenceStatus;MasterLabel;string;Create, Filter, Group, Sort;The label of the presence status.
ServiceReport;ContentVersionDocumentId;reference;Filter, Group, Nillable, Sort;ID of the service report version, used for storage.
ServiceReport;DocumentBody;base64;Create, Nillable;The report output.
ServiceReport;DocumentContentType;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort;The type of data used for the report output: application/pdf.
ServiceReport;DocumentLength;int;Filter, Group, Nillable, Sort;The length of the report output.
ServiceReport;DocumentName;string;Create, Filter, Group, Nillable, Sort;The name of the report output, always set to Service Report.
ServiceReport;IsSigned;boolean;Create, Defaulted on create, Filter, Group, Sort;Indicates whether the service report contains one or more signatures. Tip Add this field to the Service Reports related list on work orders, work order line items, and service appointments.
ServiceReport;ParentId;reference;Create, Filter, Group, Sort;The ID of the service appointment, work order, or work order line item that the service report summarizes. For example, if you click Create Service Report on a service appointment, this field lists the service appointment’s record ID.
ServiceReport;ServiceReportLanguage;picklist;Create, Filter, Group, Nillable, Sort, Restricted picklist;The language used for the service report. The language is selected in the ServiceReportLanguage field on the associated work order. If the work order doesn’t specify a service report language, the report is translated in the default language in Salesforce of the person generating the report.
ServiceReport;ServiceReportNumber;string;Autonumber, Defaulted on create, Filter, Sort;An auto-generated number identifying the service report.
ServiceReport;Template;string;Create, Filter, Group, Nillable, Sort;The service report template used to generate the service report. Note If the person creating the service report doesn’t have access to certain objects or fields that are included in the service report template, those fields aren’t visible in the report they create.
ServiceReportLayout;DeveloperName;string;Filter, Group, Sort;The developer name of the service report template.
ServiceReportLayout;Language;picklist;Filter, Group, Restricted picklist, Sort;The language that the service report template uses.
ServiceReportLayout;LastViewedDate;dateTime;Filter, Nillable, Sort;The date the service report template was last viewed.
ServiceReportLayout;MasterLabel;string;Filter, Group, Sort;The name of the service report template. For example, Maintenance Report Template.
ServiceResource;Description;textarea;Create, Nillable, Update;The description of the resource.
ServiceResource;IsActive;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;When selected, this option means that the resource can be assigned to work orders. For service tracking purposes, resources can’t be deleted, so deactivating a resource is the best way to send them into retirement.Deactivating a user deactivates the related service resource. You can’t create a service resource that is linked to an inactive user.
ServiceResource;IsCapacityBased;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Capacity-based resources are limited to a certain number of hours or appointments in a specified time period. Tip The Capacities related list shows a resource’s capacity.
ServiceResource;IsOptimizationCapable;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;This field is reserved for Field Service and the managed package. Create a custom field instead of using this field to indicate whether optimization should use a service resource.
ServiceResource;LastKnownLatitude;double;Create, Filter, Nillable, Sort, Update;The latitude of the last known location.
ServiceResource;LastKnownLongitude;double;Create, Filter, Nillable, Sort, Update;The longitude of the last known location.
ServiceResource;LastKnownLocation;location;Nillable;The service resource’s last known location. You can configure this field to display data collected from a custom mobile app. This field is not visible in the user interface, but you can expose it on service resource page layouts or set up field tracking to be able to view a resource’s location history.
ServiceResource;LastKnownLocationDate;dateTime;Filter, Nillable, Sort, Update;The date and time of the last known location.
ServiceResource;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date when the service resource was last modified. Its label in the user interface is Last Modified Date.
ServiceResource;LastViewedDate;dateTime;Filter, Nillable, Sort;The date when the service resource was last viewed.
ServiceResource;LocationId;reference;Create, Filter, Group, Sort, Nillable, Update;The location associated with the service resource. For example, a service vehicle driven by the service resource.
ServiceResource;Name;string;Create, Filter, Group, idLookup, Sort, Update;The resource’s name. You’ll likely want this to be the name or title of the associated user or service crew.
ServiceResource;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The owner of the service resource.
ServiceResource;RelatedRecordId;reference;Create, Filter, Group, Sort, Nillable, Update;The associated user. Its label in the UI is User. If the service resource represents a service crew rather than a user, leave the User field blank and select the related crew in the ServiceCrewId field.
ServiceResource;ResourceType;picklist;Create, Defaulted on create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Indicates whether the resource is a Technician (T), Dispatcher (D), Crew (C), Asset (S), Agent (A), or Planner (P). The default value is Technician (T). Resources who are dispatchers can’t be capacity-based or included in scheduling optimization. Only users with the Field Service Dispatcher permission set license can be dispatchers. You can’t add additional resource types.
ServiceResource;ServiceCrewId;reference;Create, Filter, Group, Sort, Nillable, Update;The associated service crew. If the service resource represents a crew, select the crew. Note This field is hidden for all users by default. To use it, update its field-level security settings in Setup and add it to your service resource page layouts.
ServiceResourceCapacity;CapacityInHours;double;Create, Filter, Nillable, Sort, Update;The number of hours that the resource can work per time period. You must fill out this field, the CapacityInWorkItems field, or both.
ServiceResourceCapacity;CapacityInWorkItems;int;Create, Filter, Group, Nillable, Sort, Update;The total number of service appointments that the resource can complete per time period. You must fill out this field, the CapacityInHours field, or both.
ServiceResourceCapacity;CapacityNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;(Read only) An auto-generated number identifying the capacity record.
ServiceResourceCapacity;EndDate;date;Create, Filter, Group, Nillable, Sort, Update;The date the capacity ends
ServiceResourceCapacity;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
ServiceResourceCapacity;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, this record might only have been referenced (LastReferencedDate) and not viewed.
ServiceResourceCapacity;ServiceResourceId;reference;Create, Filter, Group, Sort;The associated service resource. You can set multiple capacities for a resource as long as their start and end dates do not overlap.
ServiceResourceCapacity;StartDate;date;Create, Filter, Group, Sort;The date the capacity goes into effect.
ServiceResourceCapacity;TimePeriod;picklist;Create, Defaulted on create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Days, Hours, or Months. For example, if a resource can work 80 hours per month, the capacity’s Time Period would be Month and Hours per Time Period would be 80.
ServiceResourceCapacityHistory;DataType;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Data type of the field that was changed.
ServiceResourceCapacityHistory;Field;picklist;Filter, Group, Restricted picklist, Sort;The name of the field that was changed.
ServiceResourceCapacityHistory;NewValue;anyType;Nillable, Sort;The new value of the field that was changed.
ServiceResourceCapacityHistory;OldValue;anyType;Nillable, Sort;The value of the field before it was changed.
ServiceResourceCapacityHistory;ServiceResourceCapacityId;reference;Filter, Group, Sort;ID of the service resource capacity being tracked. The history is displayed on the detail page for this record.
ServiceResourceOwnerSharingRule;Description;textarea;Create, Filter, Nillable, Sort, Update;A description of the sharing rule. Maximum size is 1000 characters.
ServiceResourceOwnerSharingRule;DeveloperName;string;Create, Defaulted on create, Filter, Group, Sort, Update;The unique name of the object in the API. This name can contain only underscores and alphanumeric characters, and must be unique in your org. It must begin with a letter, not include spaces, not end with an underscore, and not contain two consecutive underscores. In managed packages, this field prevents naming conflicts on package installations. With this field, a developer can change the object’s name in a managed package and the changes are reflected in a subscriber’s organization. Corresponds to Rule Name in the user interface. Note When creating large sets of data, always specify a unique DeveloperName for each record. If no DeveloperName is specified, performance may slow while Salesforce generates one for each record.
ServiceResourceOwnerSharingRule;GroupId;reference;Create, Filter, Group, Sort;The ID representing the source group. A service resource owned by a User in the source Group triggers the rule to give access.
ServiceResourceOwnerSharingRule;Name;string;Create, Filter, Group, Sort, Update;Label of the sharing rule as it appears in the user interface. Limited to 80 characters. Corresponds to Label on the user interface.
ServiceResourceOwnerSharingRule;ServiceResourceAccessLevel;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;A value that represents the type of access granted to the target Group, or UserRole. The possible values are: Read Edit All
ServiceResourceOwnerSharingRule;UserOrGroupId;reference;Create, Filter, Group, Sort;The ID representing the User or Group being granted access.
ServiceResourceSkill;EffectiveEndDate;datetime;Create, Filter, Nillable, Sort, Update;The date when the skill expires. For example, if a service resource needs to be re-certified after six months, the end date would be the date their certification expires.
ServiceResourceSkill;EffectiveStartDate;datetime;Create, Filter, Sort, Update;The date when the service resource gains the skill. For example, if the skill represents a certification, the start date would be the date of certification.
ServiceResourceSkill;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date when the resource skill was last modified. Its label in the user interface is Last Modified Date.
ServiceResourceSkill;LastViewedDate;dateTime;Filter, Nillable, Sort;The date when the resource skill was last viewed.
ServiceResourceSkill;ServiceResourceId;reference;Create, Filter, Group, Sort;The service resource who possesses the skill.
ServiceResourceSkill;SkillId;reference;Create, Filter, Group, Sort, Update;The skill the service resource possesses.
ServiceResourceSkill;SkillLevel;double;Create, Defaulted on create, Filter, Nillable, Sort, Update;The service resource’s skill level. Skill level can range from zero to 99.99.
ServiceResourceSkill;SkillNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;An auto-generated number identifying the resource skill assignment.
ServiceTerritory;Address;address;Filter;An address to associate with the territory. You may want to list the address of the territory’s headquarters.
ServiceTerritory;City;string;Create, Filter, Group, Nillable, Sort, Update;The city of the associated address. Maximum length is 40 characters.
ServiceTerritory;Country;string;Create, Filter, Group, Nillable, Sort, Update;The country to associate with the territory. Maximum length is 80 characters.
ServiceTerritory;Description;textarea;Create, Nillable, Update;The description of the territory.
ServiceTerritory;GeocodeAccuracy;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The level of accuracy of a location’s geographical coordinates compared with its physical address. Usually provided by a geocoding service based on the address’s latitude and longitude coordinates. Note This field is available in the API only.
ServiceTerritory;IsActive;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Indicates whether the service territory is meant to be used. If a territory is inactive, you can’t add members to it or link it to work orders, work order line items, or service appointments.
ServiceTerritory;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date when the territory was last modified. Its label in the user interface is Last Modified Date.
ServiceTerritory;LastViewedDate;dateTime;Filter, Nillable, Sort;The date when the territory was last viewed.
ServiceTerritory;Latitude;double;Create, Filter, Nillable, Sort, Update;Used with Longitude to specify the precise geolocation of the address associated with the territory. Acceptable values are numbers between –90 and 90 with up to 15 decimal places. Note This field is available in the API only.
ServiceTerritory;Longitude;double;Create, Filter, Nillable, Sort, Update;Used with Latitude to specify the precise geolocation of the address associated with the territory. Acceptable values are numbers between –180 and 180 with up to 15 decimal places. Note This field is available in the API only.
ServiceTerritory;Name;string;Create, Filter, Group, idLookup, Sort, Update;The name of the territory.
ServiceTerritory;OperatingHoursId;reference;Create, Filter, Group, Sort, Update;The territory’s operating hours, which indicate when service appointments within the territory can occur. Service resources who are members of a territory automatically inherit the territory’s operating hours unless different hours are specified on the resource record.
ServiceTerritory;ParentTerritoryId;reference;Create, Filter, Group, Nillable, Sort, Update;The territory’s parent service territory, if it has one. For example, a Northern California territory can have a State of California territory as its parent. A service territory hierarchy can contain up to 10,000 territories.
ServiceTerritory;PostalCode;string;Create, Filter, Group, Nillable, Sort, Update;The postal code of the address associated with the territory. Maximum length is 20 characters.
ServiceTerritory;State;string;Create, Filter, Group, Nillable, Sort, Update;The state of the address associated with the territory. Maximum length is 80 characters.
ServiceTerritory;Street;textarea;Create, Filter, Group, Nillable, Sort, Update;The street number and name of the address associated with the territory.
ServiceTerritory;TopLevelTerritoryId;reference;Filter, Group, Nillable, Sort;(Read only) The top-level territory in a hierarchy of service territories. Depending on where a territory lies in the hierarchy, its top-level territory might be the same as its parent.
ServiceTerritory;TypicalInTerritoryTravelTime;double;Create, Filter, Nillable, Sort, Update;Estimated number of minutes needed to travel from one location to another within the service territory. You can use this field in Apex customization.
ServiceTerritoryLocation;LocationId;reference;Create, Filter, Group, Sort, Update;The location that is associated with the service territory.
ServiceTerritoryLocation;ServiceTerritoryId;reference;Create, Filter, Group, Sort;The associated service territory.
ServiceTerritoryLocation;ServiceTerritoryLocationNumber;string;Autonumber, Defaulted on create, Filter, Sort;(Read only) Auto-generated number identifying the service territory location.
ServiceTerritoryMember;Address;address;Filter;The member’s address. You may want to list the related service resource’s address in this field.
ServiceTerritoryMember;City;string;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;The city of the member’s address. Maximum length is 40 characters.
ServiceTerritoryMember;Country;string;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;The country of the member’s address. Maximum length is 80 characters.
ServiceTerritoryMember;EffectiveEndDate;datetime;Create, Filter, Nillable, Sort, Update;The date when the service resource is no longer a member of the territory. If the resource will be working in the territory for the foreseeable future, leave this field blank. This field is mainly useful for indicating when a temporary relocation ends.
ServiceTerritoryMember;EffectiveStartDate;datetime;Create, Filter, Sort, Update;The date when the service resource becomes a member of the service territory.
ServiceTerritoryMember;GeocodeAccuracy;picklist;Create, Defaulted on create, Filter, Group, Nillable, Restricted picklist, Sort, Update;The level of accuracy of a location’s geographical coordinates compared with its physical address. Usually provided by a geocoding service based on the address’s latitude and longitude coordinates. Note This field is available in the API only.
ServiceTerritoryMember;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date when the territory member was last modified. Its label in the user interface is Last Modified Date.
ServiceTerritoryMember;LastViewedDate;dateTime;Filter, Nillable, Sort;The date when the territory member was last viewed.
ServiceTerritoryMember;Latitude;double;Create, Defaulted on create, Filter, Nillable, Sort, Update;Used with Longitude to specify the precise geolocation of the member’s address. Acceptable values are numbers between –90 and 90 with up to 15 decimal places. Note This field is available in the API only.
ServiceTerritoryMember;Longitude;double;Create, Defaulted on create, Filter, Nillable, Sort, Update;Used with Latitude to specify the precise geolocation of the member’s address. Acceptable values are numbers between –180 and 180 with up to 15 decimal places. Note This field is available in the API only.
ServiceTerritoryMember;MemberNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;(Read only) An auto-generated number identifying the service territory member.
ServiceTerritoryMember;OperatingHoursId;reference;Create, Filter, Group, Sort, Nillable, Update;The operating hours assigned to the service territory member. If no operating hours are specified, the member is assumed to use their parent service territory’s operating hours. If a member needs special operating hours, create them in Setup and select them in the Operating Hours lookup field on the member’s detail page.
ServiceTerritoryMember;PostalCode;string;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;The postal code of the member’s address. Maximum length is 20 characters.
ServiceTerritoryMember;ServiceResourceId;reference;Create, Filter, Group, Sort, Update;The service resource assigned to the service territory.
ServiceTerritoryMember;ServiceTerritoryId;reference;Create, Filter, Group, Sort;The service territory that the service resource is assigned to.
ServiceTerritoryMember;State;string;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;The state of the member’s address. Maximum length is 80 characters.
ServiceTerritoryMember;Street;textarea;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;The street number and name of the member’s address.
ServiceTerritoryMember;TerritoryType;picklist;Create, Defaulted on create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Primary, Secondary, or Relocation. The primary territory is typically the territory where the resource works most often—for example, near their home base. Service resources can only have one primary territory. Secondary territories are territories where the resource can be assigned to appointments if needed. Service resources can have multiple secondary territories. Relocation territories represent temporary moves for service resources. If you’re using the Field Service managed packages with the scheduling optimizer, resources with relocation territories are always assigned to services within their relocation territories during the specified relocation dates
ServiceTerritoryWorkType;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date and time that the current user last viewed a record related to this object.
ServiceTerritoryWorkType;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this object.
ServiceTerritoryWorkType;Name;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;The name of this service territory-work type relationship.
ServiceTerritoryWorkType;ServiceTerritoryId;reference;Create, Filter, Group, Sort;The ID of the service territory that’s related to the work type indicated in the WorkTypeId field.
ServiceTerritoryWorkType;WorkTypeId;reference;Create, Filter, Group, Sort;The ID of the work type that’s related to the service territory indicated in the ServiceTerritoryId field.
SetupAuditTrail;Action;string;Filter, Sort;The category of the change made in Setup. For example, a value of PermSetCreate indicates that an administrator created a permission set. The Display field contains more specific information.
SetupAuditTrail;CreatedByContext;string;Filter, Group, Nillable, Sort;The context under which the Setup change was made. For example, if Einstein uses cloud-to-cloud services to make a change in Setup, the value of this field is Einstein. This field is available in API version 48.0 and later.
SetupAuditTrail;CreatedByIssuer;string;Filter, Group, Nillable, Sort;Reserved for future use.
SetupAuditTrail;DelegateUser;string;Filter, Nillable, Sort;The Login-As user who executed the action in Setup. If a Login-As user didn’t perform the action, this field is blank. This field is available in API version 35.0 and later.
SetupAuditTrail;Display;string;Nillable, Sort;The full description of changes made in Setup. For example, if the Action field has a value of PermSetCreate, the Display field has a value like “Created permission set MAD: with user license Salesforce.”
SetupAuditTrail;Section;string;Nillable, Sort;The section in the Setup menu where the action occurred. For example, Manage Users or Company Profile.
SetupEntityAccess;ParentId;reference;Create, Filter, Group, Sort;The ID of the entity’s parent PermissionSet.
SetupEntityAccess;SetupEntityId;reference;Create, Filter, Group, Sort;The ID of the entity for which access is enabled, such as an Apex class or Visualforce page.
SetupEntityAccess;SetupEntityType;picklist;Filter, Group, Nillable, Restricted picklist, Sort;The type of setup entity for which access is enabled. Valid values are: ApexClass for Apex classes ApexPage for Visualforce pages In API version 28.0 and later, ConnectedApplication for OAuth connected apps In API version 31.0 and later, CustomPermission for custom permissions In API version 28.0 and later, ServiceProvider for service providers In API version 28.0 and later, TabSet for apps In API version 48.0 and later, CustomEntityDefinition for Custom Settings and Custom Metadata Types
ShapeRepresentation;Description;string;Create, Filter, Group, Nillable, Sort, Update;A free-form text field for you to enter a description of this org shape. This field has a maximum length of 255 characters.
ShapeRepresentation;Edition;string;Filter, Group, Nillable, Sort, Update;The org edition of this org shape. Valid entries are Developer, Enterprise, Group, or Professional. This field is read-only.
ShapeRepresentation;Features;textarea;Nillable, Update;Add-on features present in the org referred to by this org shape. This field is read-only.
ShapeRepresentation;LastReferencedDate;dateTime;Filter, Nillable, Sort;Date when the org shape was last referenced. This field is read-only.
ShapeRepresentation;LastViewedDate;dateTime;Filter, Nillable, Sort;Date when the org shape was last viewed. This field is read-only.
ShapeRepresentation;Name;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;The alias for the org shape.
ShapeRepresentation;Settings;textarea;Nillable, Update;Settings of the org referred to by this org shape. This field is read-only.
ShapeRepresentation;Status;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;Status of this org shape. You can use an org shape when it’s Active. This field is read-only. Possible values are: Active Error InProgress Inactive New
Shift;EndTime;dateTime;Create, Filter, Sort, Update;The date and time that the shift ends.
Shift;JobProfileId;reference;Create, Filter, Group, Nillable, Sort, Update;The job profile associated with the shift. Available in API versions 47.0 and later.
Shift;Label;string;Create, Filter, Group, Nillable, Sort, Update;The label that a shift is given.
Shift;LastReferencedDate;dateTime;Filter, Nillable, Sort;The date and time when the current user last viewed a related record.
Shift;LastViewedDate;dateTime;Filter, Nillable, Sort;The date and time when the current user last viewed this record.
Shift;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The owner of the shift.
Shift;ServiceResourceId;reference;Create, Filter, Group, Nillable, Sort, Update;The ID of the service resource the shift belongs to. Available in API versions 47.0 and later.
Shift;ServiceTerritoryId;reference;Create, Filter, Group, Nillable, Sort, Update;The ID of the service territory the shift belongs to. Available in API versions 47.0 and later.
Shift;ShiftNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;The number automatically given to the shift upon creation.
Shift;StartTime;dateTime;Create, Filter, Sort, Update;The date and time that the shift starts.
Shift;Status;picklist;Create, Filter, Group, Sort, Update;Describes the status of the shift. Users can create custom values. Default values are: Tentative Published Confirmed
Shift;StatusCategory;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Describes the status of the shift using static values. This field is derived from Status using the mapping defined in setup. Possible values are: Tentative Published Confirmed
Shift;TimeSlotType;picklist;Create, Defaulted on create, Filter, Group, Restricted picklist, Sort, Update;Type of time slot for the shift. The same setup values as the TimeSlot field in the OperatingHours object. Possible values are: Normal (default value) Extended
ShiftHistory;DataType;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Data type of the field that was changed.
ShiftHistory;Field;picklist;Filter, Group, Restricted picklist, Sort;The name of the field that was changed.
ShiftHistory;NewValue;anyType;Nillable, Sort;The new value of the field that was changed.
ShiftHistory;OldValue;anyType;Nillable, Sort;The value of the field before it was changed.
ShiftHistory;ShiftId;reference;Filter, Group, Sort;ID of the shift being tracked. The history is displayed on the detail page for this record.
ShiftOwnerSharingRule;Description;textarea;Create, Filter, Nillable, Sort, Update;A description of the sharing rule. Maximum size is 1000 characters.
ShiftOwnerSharingRule;DeveloperName;string;Create, Defaulted on create, Filter, Group, Sort, Update;The unique name of the object in the API. This name can contain only underscores and alphanumeric characters, and must be unique in your org. It must begin with a letter, not include spaces, not end with an underscore, and not contain two consecutive underscores. In managed packages, this field prevents naming conflicts on package installations. With this field, a developer can change the object’s name in a managed package and the changes are reflected in a subscriber’s organization. Corresponds to Rule Name in the user interface. Note When creating large sets of data, always specify a unique DeveloperName for each record. If no DeveloperName is specified, performance may slow while Salesforce generates one for each record.
